adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/zmfaCjc4MNUWgEztT3pOOyMSMBw.jpg,"[28, 80, 53]",1426968,es,Ya no quedan junglas,"Aging ex-soldier Theo meets weekly with prostitute Olga to reminisce. After Olga's murder, Theo seeks bloody revenge, attracting attention of alcoholic cop Iborra and hitman Herodes.",140.9133,/iIIZ3qIh7A3B8Y1VVo5laFyusVV.jpg,2025-09-26,The Gentleman,False,6.1,11
False,/cVzAhirOhKh91AB1TFcGn0Rh5c3.jpg,"[28, 53]",1208561,en,Art of Eight Limbs,Four canisters of deadly VX nerve gas have fallen into the hands of an international arms dealer in Myanmar. A CIA recruit delivers a high-tech detection device to an agent already on the ground.,169.796,/tZRypLd2SU3Eeqg5tD5cwkk5CdL.jpg,2024-08-16,Art of Eight Limbs,False,6.019,27
False,/iYxzsEBJnFzcgX0amOD6NcaCuPz.jpg,"[28, 878, 12]",1242898,en,Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",165.0016,/ef2QSeBkrYhAdfsWGXmp0lvH0T1.jpg,2025-11-05,Predator: Badlands,False,7.444,466
False,/eMBYlgFTHfZaTz96eJxlkeMsKo9.jpg,"[16, 28]",1539104,ja,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,"A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc.",159.6593,/tc7RrVW5FGvyO2tsgW6LIN1esHI.jpg,2025-11-07,JUJUTSU KAISEN: Execution -Shibuya Incident x The Culling Game Begins-,False,4.526,38
False,/iZLqwEwUViJdSkGVjePGhxYzbDb.jpg,"[878, 53]",755898,en,War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",159.5607,/yvirUYrva23IudARHn3mMGVxWqM.jpg,2025-07-29,War of the Worlds,False,4.303,755
False,/kyp7PSCKPZKGosthRbjfXPm8gJg.jpg,"[53, 80, 28]",1433719,en,High Ground,"When a mysterious prisoner lands in jail, a border town sheriff faces the wrath of a brutal cartel.",160.5368,/cqF7xuZWbBYXWHsp1I1H5PwujPs.jpg,2025-03-17,High Ground,False,5.79,31
False,,[27],1481331,en,Nahual,"Katia Montero's exotic getaway spirals into terror when she becomes possessed by a bloodthirsty animal spirit. Erotic encounters, violence, and ancient legends converge to deliver a chilling new twist on a South American myth.",107.9954,/gQZn4Rx3LpIBnFunH1AKxAMYYd9.jpg,2025-02-06,Nahual,False,3.2,8
False,/ufqytAlziHq5pljKByGJ8IKhtEZ.jpg,"[53, 80, 9648]",425274,en,Now You See Me: Now You Don't,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",123.328,/oD3Eey4e4Z259XLm3eD3WGcoJAh.jpg,2025-11-12,Now You See Me: Now You Don't,False,6.272,268
False,/5lQ4euO30sDin5nCifvi0vURFNd.jpg,"[28, 35, 10751]",1248226,en,Playdate,"When out-of-work accountant Brian joins stay-at-home dad Jeff for a playdate with their sons, he expects a laid-back afternoon. Instead, they're chased by mercenaries, and Brian—totally unprepared—must survive one absurd obstacle after another.",114.0909,/fGodXWqJkkkbSebPIlxLSygV8GY.jpg,2025-11-05,Playdate,False,6.133,309
False,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,"[16, 28, 14, 53]",1311031,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",125.149,/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,2025-07-18,Demon Slayer: Kimetsu no Yaiba Infinity Castle,False,7.589,579
False,/1t7BMQiYCXI9YLvuMiGwJpO93Kz.jpg,"[35, 16, 12, 27]",203101,ja,学園黙示録 HIGHSCHOOL OF THE DEAD ドリフターズ・オブ・ザ・デッド,"In their efforts to find a safe haven from the zombie apocalypse, the gang find themselves on a deserted island. Now, they take advantage of the momentary respite to enjoy some surf, sand and bathing suits!",130.6483,/jlRGVYItWkDIJg4OZp9S2g5lKuc.jpg,2011-04-25,High School of the Dead: Drifters of the Dead,False,7.444,471
False,/7vd3pBecT2WFfZZd4rj887TcyGx.jpg,"[27, 53]",1197137,en,Black Phone 2,"Four years after escaping The Grabber, Finney Blake is struggling with his life after captivity. When his sister Gwen begins receiving calls in her dreams from the black phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.",102.8032,/gFddBLQ8wj9M9O82iPzgX5KVNHz.jpg,2025-10-15,Black Phone 2,False,6.852,609
False,/4frrYwamVG0eXhdMTy3cpNNcCBp.jpg,"[28, 18, 80, 53]",1128650,cn,誤判,"A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces.",98.2251,/n3ZnFqp988MWfIkT8OHofEJfjlt.jpg,2024-12-08,The Prosecutor,False,6.8,146
False,/uPvsuTYc2fgEYgp3Ib2INoGep0n.jpg,"[35, 80, 878]",701387,en,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",109.3434,/oxgsAQDAAxA92mFGYCZllgWkH9J.jpg,2025-10-23,Bugonia,False,7.6,451
False,/sUoPlzchsCECqpm3ZmDPeL8QKDK.jpg,"[28, 12, 27]",1084222,en,Operation Blood Hunt,"Prolific expert of the occult and whiskey, Reverend Conte, accompanies a ragtag group of military rejects to a remote South Pacific Island to investigate the disappearance of Marines units  stationed there in 1944, said to be at the hands of the Japanese Imperial Army. Upon speaking  with the island’s inhabitants, they soon discover the Marines had actually been massacred by a group of Lycanthropes, known to most as WEREWOLVES.",90.7743,/wYf4Eq3c4iOa856tEwh3GHruHZW.jpg,2024-12-12,Operation Blood Hunt,False,6.734,47
False,/m3WlBJJRbFPaut1QS0PbOG8Wezy.jpg,"[10749, 18]",1327862,en,Regretting You,"Morgan Grant and her daughter Clara explore what's left behind after a devastating accident reveals a shocking betrayal and forces them to confront family secrets, redefine love, and rediscover each other.",96.4388,/z4gVnxTaks3anTycwKjDmvQSuWt.jpg,2025-10-22,Regretting You,False,7.015,98
False,/ktsHS7DhwS4M54I3CBkxNV5GlTM.jpg,"[53, 27, 10752, 28]",1244531,en,Beast of War,"When their boat sinks while crossing the Timor Sea during World War II, a troop of young Australian soldiers must find a way to survive the harsh seas on a quickly shrinking raft. Hundreds of miles from anywhere, they must confront interpersonal conflicts, enemy attacks, and the advances of one very large, very hungry great white shark.",93.9963,/2xgDjVEOtu5LlbPEngxfbCqWEFg.jpg,2025-09-18,Beast of War,False,6.4,42
False,/u5NWHVhZ6HWc1fXnqn82cMar5St.jpg,[18],1241983,en,Train Dreams,A logger leads a life of quiet grace as he experiences love and loss during an era of monumental change in early 20th-century America.,97.5006,/l3zS4YnpOi4usyEXGJMtxSqDDyb.jpg,2025-11-05,Train Dreams,False,7.4,138
False,/qWRTIqDzxyOC6ndumxOngDMAHxl.jpg,"[16, 14, 28, 12]",1026821,zh,大雨,"Poverty-stricken Daguzi encounters a child - Mantou - floating downstream at the river bank, he decides to take him by his side as his son, with compassion and affection.",84.5584,/rIwxNjhl0ndF0V5zrYGdwplAJAU.jpg,2024-01-12,The Storm,False,6.0,14
False,/tRdorrIjlybrGsebXOzgF7vRyYy.jpg,"[28, 53]",1469354,en,Border Hunters,"After his police officer brother is killed by a drug dealer who flees to the protection of his cartel-connected uncle in Mexico, an American man with a diverse law enforcement/military background goes south of the border to get revenge",92.7144,/6TNFZnJ5CU0uFQxGaO9dbqriiI7.jpg,2025-10-20,Border Hunters,False,7.0,2
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"[14, 10402, 35, 16]",803796,en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",87.2959,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,2025-06-20,KPop Demon Hunters,False,8.214,1948
False,/wE1TZtB5G1fdiln3PPnnLhExuCz.jpg,"[28, 53, 80]",1296504,en,Stand Your Ground,"Former Special Forces operative, Jack Johnson, uses the Stand Your Ground law to seek vengeance for his wife’s murder, igniting a brutal war against a local crime lord’s family and ending in an explosive showdown.",80.3948,/vKB59pPIYvjRxxEXoRoyUfaiBoD.jpg,2025-05-09,Stand Your Ground,False,4.614,57
False,/2OHa6ukEq3Hce7Pc2kvu8wkmMFY.jpg,"[28, 12, 53, 80, 18]",7451,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",78.0214,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,xXx,False,5.976,4674
False,/gqTz24ZRsCP6AKjARmEivY7m0cK.jpg,"[16, 28, 10749, 14]",1218925,ja,チェンソーマン レゼ篇,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",82.4486,/xdzLBZjCVSEsic7m7nJc4jNJZVW.jpg,2025-09-19,Chainsaw Man - The Movie: Reze Arc,False,7.8,218
False,/jOuu4mEBOuJVb6CkkmRDpjnrZed.jpg,"[27, 9648]",937941,en,Shelby Oaks,A woman's obsessive search for her missing sister leads her into a terrifying mystery at the hands of an unknown evil.,70.3837,/i3omY4P6QUzFQlEeclWY92RuXCH.jpg,2025-10-02,Shelby Oaks,False,5.725,91
False,,[27],1280518,es,Laberinto de sombras,,75.8552,/565kBAr0hvgLbJKyAd3dUKk2xn0.jpg,2024-05-10,Laberinto de sombras,False,4.5,2
False,/3iD9yEsxKqliZfPck1aoTVC6K53.jpg,"[18, 10749, 14]",402431,en,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",71.8114,/dfdvUzj4nLZpZ37BoefqvevCMI1.jpg,2024-11-20,Wicked,False,6.916,2601
False,/84h6avqHvW2TgLfERuqYkQwzjp1.jpg,"[27, 53]",1130276,en,Succubus,A new father going through a marital separation joins a dating app and matches with a beautiful but mysterious young woman... whose powers of seduction and manipulation entangle him in a mystery more horrifying than he could have ever imagined.,81.4632,/nyGKQrctWNmhSvto8h60AhZ3iLz.jpg,2024-10-06,Succubus,False,8.956,192
False,/7h0qCqkuQzmG5vXN3lGBc06reLd.jpg,"[27, 53]",1468417,en,First Moon,"A young waitress is abducted by a religious cult, who are hell-bent on curing her from a sexually transmitted werewolf virus - or killing her in the process. Will she escape before the first full moon?",69.4376,/hcjYvv4k9qs0lDG1Q3GIglT30IW.jpg,2025-05-06,First Moon,False,4.021,47
False,/tcBX2dtkNozZ0uDLVaxXrE6rqyN.jpg,[27],1038392,en,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,66.3807,/wKwkBuglQtJeNQaLTWzX5SdYvPf.jpg,2025-09-03,The Conjuring: Last Rites,False,6.978,1363
False,/8jHvHZPiw6h3Xfy0cv3m7H40O8e.jpg,[18],1265063,en,After the Hunt,"A college professor finds herself at a personal and professional crossroads when a star pupil levels an accusation against one of her colleagues, and a dark secret from her own past threatens to come to light.",51.3916,/ryF8QPGUGlo8gRB4OYKb4J0r3aJ.jpg,2025-10-09,After the Hunt,False,5.98,227
False,/s94NjfKkcSczZ1FembwmQZwsuwY.jpg,"[878, 12, 28]",617126,en,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",65.4183,/pZPJsaFKWheTOerVhLnpP8TPp4B.jpg,2025-07-23,The Fantastic 4: First Steps,False,7.045,2500
False,/xmnqFHhGNYHf5JFy4GSfiIEG0ly.jpg,"[80, 28, 18]",1429738,th,ตี๋ใหญ่ ฤกษ์ดาวโจร,"In 1980s Bangkok, a wily thief stages a series of daring heists, baffling the authorities and the public — until one cop sets out to take him down.",58.1625,/ig00LBM2rv4fmCJOPATyRWOJnlL.jpg,2025-11-12,Tee Yai: Born to Be Bad,False,4.847,37
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,"[16, 12, 10751, 35]",269149,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",70.4083,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,2016-02-11,Zootopia,False,7.753,17118
False,/3NNoi1GC26017b40g38QBQDZCe5.jpg,"[10751, 35, 12, 10402]",1237082,es,31 Minutos: Calurosa Navidad,"Puppeton, the town of 31 Minutes, faces such an infernally hot Christmas that Santa Claus cancels his visit! Bodoque the rabbit heroically volunteers to rescue the presents from the North Pole, while his friends improvise a disastrous Christmas show. But what they don't expect is Bodoque giving in to some irresistible temptations along the way.",65.0778,/dv9UrOoicRiMGkzr2oj2YwSFY2K.jpg,2025-11-19,31 Minutes: One Hot Christmas,False,7.941,17
False,/2YOnE2qmoyyOUqQsFit12gDSauk.jpg,"[35, 18, 80]",1242419,en,Roofman,"A former Army Ranger and struggling father turns to robbing McDonald’s restaurants by cutting holes in their roofs, earning him the nickname 'Roofman'. After escaping prison, he secretly lives inside a Toys “R” Us for six months, surviving undetected while planning his next move. But when he falls for a divorced mom drawn to his undeniable charm, his double life begins to unravel, setting off a compelling and suspenseful game of cat and mouse as his past closes in.",53.7707,/uhXxW7EmzZIWFVpbF42r6L2g7Oh.jpg,2025-10-08,Roofman,False,7.197,216
False,/7SgljBnhPPoHxKoQL5ooIhrEgAS.jpg,"[28, 10752]",1223601,fi,Sisu 2,"Returning to the house where his family was brutally murdered during the war, 'the man who refuses to die' dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the Red Army commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues — a fight to the death.",57.7495,/vUiAm0jbrPgbUDCOhRKsvdT0u5h.jpg,2025-10-21,Sisu: Road to Revenge,False,7.4,27
False,/xPNDRM50a58uvv1il2GVZrtWjkZ.jpg,"[28, 53]",575265,en,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",58.9603,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,2025-05-17,Mission: Impossible - The Final Reckoning,False,7.256,2121
False,/fxKC10HQliVA3Tn5smOclqzL96N.jpg,"[27, 14, 28, 53]",1214140,en,Orang Ikan,"In the Pacific, 1944, a Japanese soldier and a British prisoner of war are stranded on a deserted island, hunted by a deadly creature. Two mortal enemies must come together to survive the unknown.",50.9234,/x1JOs4xWNr1QYjDAXHxWw1NJ7Sq.jpg,2025-05-08,Monster Island,False,5.75,76
False,/docDyCJrhPoFXAckB1aOiIv9Mz0.jpg,"[28, 53, 878]",798645,en,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite - and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",49.1857,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,2025-11-11,The Running Man,False,6.8,207
False,/rnMn1zN3N6aGjC7E1zcwTWsgtVQ.jpg,"[10749, 18]",1522377,tr,İki Dünya Bir Dilek,"Twenty-one years after a magical meeting at a children's hospital, Bilge and Can suddenly begin hearing each other's voices telepathically. What seems like a miracle soon reveals a hidden secret, as fate-reuniting them after decades-has much more in store. A thrilling adventure and an epic love story await.",54.6635,/mZcwX1aN2RdCLwamxdkoINIhVAm.jpg,2025-11-24,Two Worlds One Wish,False,7.786,7
False,/nt0HRxlzOXRpPJtl2FmeBCO6MeR.jpg,"[27, 14, 10749]",1246049,fr,Dracula,"When a 15th-century prince denounces God after the devastating loss of his wife, he inherits an eternal curse: he becomes Dracula. Condemned to wander the centuries, he defies fate and death itself, guided by a single hope — to be reunited with his lost love.",54.1044,/ykyRfv7JDofLxXLAwtLXaSuaFfM.jpg,2025-07-30,Dracula,False,7.1,449
False,/ygOR390GzOX5Quv0kAAcUNDG7fp.jpg,"[12, 28, 27]",1511789,en,Captain Hook: The Cursed Tides,"In the aftermath of a devastating defeat by his archnemesis Admiral Smee, Captain Hook finds refuge in the coastal town of Eldritch Landing.",49.9762,/bcP7FtskwsNp1ikpMQJzDPjofP5.jpg,2025-07-11,Captain Hook: The Cursed Tides,False,4.975,40
False,/tLf5hjuO4gx62lVojPiHsIzCroh.jpg,"[53, 28]",1025527,fr,Six jours,"11 years ago, inspector Malik couldn’t solve a kidnapping case and a little girl died. Now with only a few days before the crime gets classified, he decides to reopen the case. Malik owes it to the mother and to himself. As he digs into the past, a child is kidnapped again. The pattern is the same one as a decade ago, it’s no coincidence. Malik knows he has a few days to make things right and to bring justice.",47.5451,/foyiQu23zq4WhmffnQkFiNAvqcJ.jpg,2024-12-11,Abyss,False,5.873,80
False,/vZK3f5N8Fv2LcyFYLwt6dz0HE1H.jpg,"[28, 35]",1161617,en,Code 3,A burned-out paramedic tries to survive his last 24 hours on the job while training a new recruit.,51.844,/gIAYMDb5mIAeCAj76q1sRsKjkzo.jpg,2025-09-12,Code 3,False,6.7,128
False,/s6aB9kjxNg0mu2361IkCUSpyHJV.jpg,"[80, 53, 35]",639988,ko,어쩔수가없다,"After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",51.4946,/sBpxTGLzKnvPSVtL5yQYpSxvKEb.jpg,2025-09-24,No Other Choice,False,7.8,56
False,/4hmDeziFXcuirMX8Eyyy3IPwbIo.jpg,"[12, 18, 36]",8915,en,Amelia,"A look at the life of legendary American pilot Amelia Earhart, who disappeared while flying over the Pacific Ocean in 1937 in an attempt to make a flight around the world.",27.925,/4c7QMp7JZl70K8x5oJuY40mckWx.jpg,2009-10-22,Amelia,False,5.7,247
False,/fQOV47FHTJdaSuSUNlzP3zXUZWE.jpg,"[878, 12, 28]",1234821,en,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",47.9669,/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,2025-07-01,Jurassic World Rebirth,False,6.377,2535
False,/mijSBMlvAp4QoCpEShrl62444Cb.jpg,"[27, 53]",1134278,fr,Maraé,A surf vacation turns into a nightmare when a group of surfers go looking for waves on a mysterious island that isn't on any map.,43.8838,/s2XGmV7exdrQ9WUTxqgjC3Ch0UZ.jpg,2024-07-11,Pacific Fear,False,4.486,35
False,/zIFFlcvilrrbUlveEbIsFAtUfGT.jpg,"[16, 12, 10751, 35]",1214130,en,Stitch Head,"Stitch Head was the first creature brought to 'almost life' by mad professor Erasmus. In the years since, he’s become nursemaid to the master’s ever-growing menagerie of neglected creatures, tasked with teaching them to suppress their 'inner monster' and hide out in the castle — away from prying eyes and itchy pitchfork fingers, of the village mob in the valley below. But when grubby circus impresario Fulbert Freakfinder arrives offering Stitch Head a starring role in his freak show, our hero is tempted by the promise of love and acceptance.",45.3754,/p0ZOIaQ8oLEGmQVrYcmvIOUuSqs.jpg,2025-10-16,Stitch Head,False,6.8,12
False,/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,"[18, 10749, 53]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",41.6753,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.764,3925
False,/r9oTasGQofvkQY5vlUXglneF64Z.jpg,"[28, 35, 10751]",1029575,en,The Family Plan,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",45.0065,/jLLtx3nTRSLGPAKl4RoIv1FbEBr.jpg,2023-12-14,The Family Plan,False,7.249,1688
False,/5A01YSCPYoCOZOhh9tU7F3Htxkf.jpg,"[28, 14, 27, 53]",793387,ko,거룩한 밤: 데몬 헌터스,"When a devil-worshipping criminal network plunges Seoul into chaos, the police turn to Holy Night—a trio of supernatural demon hunters—to restore order and defeat the rising evil.",47.8175,/v3Mo77Qjp6pctpD4eJaNT6kFRSB.jpg,2025-04-30,Holy Night: Demon Hunters,False,6.7,69
False,/h4YdTMJ6h0Poyo5XHn8vk4wTczT.jpg,"[27, 53]",1377505,en,Spithood,"When a dangerous patient escapes confinement in a mental asylum and goes on a rampant killing spree, the night shift staff face their worst nightmare, as they fight for survival.",47.4287,/zV5djt7n4IZDR0ixq7hsafNTj91.jpg,2024-10-25,Spithood,False,5.038,13
False,/uJOkLO8zIjmkKKV0Cw0R4xiUmk9.jpg,[18],1299655,en,Blue Moon,"On the evening of March 31, 1943, legendary lyricist Lorenz Hart confronts his shattered self-confidence in Sardi’s bar as his former collaborator Richard Rodgers celebrates the opening night of his ground-breaking hit musical “Oklahoma!”.",45.5051,/AetJmEIrhww0xnfktYgNl6ztDrl.jpg,2025-10-17,Blue Moon,False,7.0,27
False,/4IB1h88hurwGtX9cdxXmgNImNtW.jpg,"[35, 27]",1215106,th,หมู่บ้านโคกะโหลก,"A wave of chilling serial murders emerges, marked by the gruesome decay of male victims' secret part. As the police investigate, they confront eerie local myths and dark secrets.",40.8907,/jt31qZw5W1RFXfGyTJCpgjvq2h1.jpg,2025-11-06,Ko Ga Loak Village,False,3.8,5
